"project","article","timestamp","access","agent","views"
"en.wikipedia","Hillary_Clinton","2016081700","all-access","user",23662
"en.wikipedia","Hillary_Clinton","2016081800","all-access","user",22794
"en.wikipedia","Hillary_Clinton","2016081900","all-access","user",24198
"en.wikipedia","Hillary_Clinton","2016082000","all-access","user",21064
"en.wikipedia","Hillary_Clinton","2016082100","all-access","user",19640
"en.wikipedia","Hillary_Clinton","2016082200","all-access","user",21783
"en.wikipedia","Hillary_Clinton","2016082300","all-access","user",27567
"en.wikipedia","Hillary_Clinton","2016082400","all-access","user",25258
"en.wikipedia","Hillary_Clinton","2016082500","all-access","user",26163
"en.wikipedia","Hillary_Clinton","2016082600","all-access","user",28622
"en.wikipedia","Hillary_Clinton","2016082700","all-access","user",26948
"en.wikipedia","Hillary_Clinton","2016082800","all-access","user",25022
"en.wikipedia","Hillary_Clinton","2016082900","all-access","user",27785
"en.wikipedia","Hillary_Clinton","2016083000","all-access","user",26485
"en.wikipedia","Hillary_Clinton","2016083100","all-access","user",25809
"en.wikipedia","Hillary_Clinton","2016090100","all-access","user",25576
"en.wikipedia","Hillary_Clinton","2016090200","all-access","user",21576
"en.wikipedia","Hillary_Clinton","2016090300","all-access","user",19701
"en.wikipedia","Hillary_Clinton","2016090400","all-access","user",18857
"en.wikipedia","Hillary_Clinton","2016090500","all-access","user",20945
"en.wikipedia","Hillary_Clinton","2016090600","all-access","user",35535
"en.wikipedia","Hillary_Clinton","2016090700","all-access","user",26365
"en.wikipedia","Hillary_Clinton","2016090800","all-access","user",39212
"en.wikipedia","Hillary_Clinton","2016090900","all-access","user",33015
"en.wikipedia","Hillary_Clinton","2016091000","all-access","user",23930
"en.wikipedia","Hillary_Clinton","2016091100","all-access","user",76556
"en.wikipedia","Hillary_Clinton","2016091200","all-access","user",116282
"en.wikipedia","Hillary_Clinton","2016091300","all-access","user",72319
"en.wikipedia","Hillary_Clinton","2016091400","all-access","user",57474
"en.wikipedia","Hillary_Clinton","2016091500","all-access","user",55165
"en.wikipedia","Hillary_Clinton","2016091600","all-access","user",43009
"en.wikipedia","Hillary_Clinton","2016091700","all-access","user",34765
"en.wikipedia","Hillary_Clinton","2016091800","all-access","user",32184
"en.wikipedia","Hillary_Clinton","2016091900","all-access","user",32734
"en.wikipedia","Hillary_Clinton","2016092000","all-access","user",37139
"en.wikipedia","Hillary_Clinton","2016092100","all-access","user",36124
"en.wikipedia","Hillary_Clinton","2016092200","all-access","user",33442
"en.wikipedia","Hillary_Clinton","2016092300","all-access","user",31999
"en.wikipedia","Hillary_Clinton","2016092400","all-access","user",27258
"en.wikipedia","Hillary_Clinton","2016092500","all-access","user",33616
"en.wikipedia","Hillary_Clinton","2016092600","all-access","user",57310
"en.wikipedia","Hillary_Clinton","2016092700","all-access","user",311811
"en.wikipedia","Hillary_Clinton","2016092800","all-access","user",121287
"en.wikipedia","Hillary_Clinton","2016092900","all-access","user",89003
"en.wikipedia","Hillary_Clinton","2016093000","all-access","user",77026
"en.wikipedia","Hillary_Clinton","2016100100","all-access","user",65238
"en.wikipedia","Hillary_Clinton","2016100200","all-access","user",72671
"en.wikipedia","Hillary_Clinton","2016100300","all-access","user",70726
"en.wikipedia","Hillary_Clinton","2016100400","all-access","user",61304
"en.wikipedia","Hillary_Clinton","2016100500","all-access","user",93375
"en.wikipedia","Hillary_Clinton","2016100600","all-access","user",49017
"en.wikipedia","Hillary_Clinton","2016100700","all-access","user",42691
"en.wikipedia","Hillary_Clinton","2016100800","all-access","user",62726
"en.wikipedia","Hillary_Clinton","2016100900","all-access","user",87099
"en.wikipedia","Hillary_Clinton","2016101000","all-access","user",331364
"en.wikipedia","Hillary_Clinton","2016101100","all-access","user",143970
"en.wikipedia","Hillary_Clinton","2016101200","all-access","user",113448
"en.wikipedia","Hillary_Clinton","2016101300","all-access","user",142740
"en.wikipedia","Hillary_Clinton","2016101400","all-access","user",116120
"en.wikipedia","Hillary_Clinton","2016101500","all-access","user",74529
"en.wikipedia","Hillary_Clinton","2016101600","all-access","user",73758
"en.wikipedia","Hillary_Clinton","2016101700","all-access","user",68478
"en.wikipedia","Hillary_Clinton","2016101800","all-access","user",66335
"en.wikipedia","Hillary_Clinton","2016101900","all-access","user",69597
"en.wikipedia","Hillary_Clinton","2016102000","all-access","user",204070
"en.wikipedia","Hillary_Clinton","2016102100","all-access","user",101287
"en.wikipedia","Hillary_Clinton","2016102200","all-access","user",66802
"en.wikipedia","Hillary_Clinton","2016102300","all-access","user",76071
"en.wikipedia","Hillary_Clinton","2016102400","all-access","user",71776
"en.wikipedia","Hillary_Clinton","2016102500","all-access","user",71965
"en.wikipedia","Hillary_Clinton","2016102600","all-access","user",106590
"en.wikipedia","Hillary_Clinton","2016102700","all-access","user",85305
"en.wikipedia","Hillary_Clinton","2016102800","all-access","user",72548
"en.wikipedia","Hillary_Clinton","2016102900","all-access","user",67414
"en.wikipedia","Hillary_Clinton","2016103000","all-access","user",65474
"en.wikipedia","Hillary_Clinton","2016103100","all-access","user",74454
"en.wikipedia","Hillary_Clinton","2016110100","all-access","user",74937
"en.wikipedia","Hillary_Clinton","2016110200","all-access","user",82709
"en.wikipedia","Hillary_Clinton","2016110300","all-access","user",101919
"en.wikipedia","Hillary_Clinton","2016110400","all-access","user",95589
"en.wikipedia","Hillary_Clinton","2016110500","all-access","user",86326
"en.wikipedia","Hillary_Clinton","2016110600","all-access","user",125859
"en.wikipedia","Hillary_Clinton","2016110700","all-access","user",192100
"en.wikipedia","Hillary_Clinton","2016110800","all-access","user",417667
"en.wikipedia","Hillary_Clinton","2016110900","all-access","user",1229627
"en.wikipedia","Hillary_Clinton","2016111000","all-access","user",375011
"en.wikipedia","Hillary_Clinton","2016111100","all-access","user",185317
"en.wikipedia","Hillary_Clinton","2016111200","all-access","user",119946
"en.wikipedia","Hillary_Clinton","2016111300","all-access","user",102923
"en.wikipedia","Hillary_Clinton","2016111400","all-access","user",83958
"en.wikipedia","Hillary_Clinton","2016111500","all-access","user",66226
"en.wikipedia","Hillary_Clinton","2016111600","all-access","user",54823
"en.wikipedia","Hillary_Clinton","2016111700","all-access","user",60672
"en.wikipedia","Hillary_Clinton","2016111800","all-access","user",42487
"en.wikipedia","Hillary_Clinton","2016111900","all-access","user",33825
"en.wikipedia","Hillary_Clinton","2016112000","all-access","user",31444
"en.wikipedia","Hillary_Clinton","2016112100","all-access","user",29702
"en.wikipedia","Hillary_Clinton","2016112200","all-access","user",27738
"en.wikipedia","Hillary_Clinton","2016112300","all-access","user",26515
"en.wikipedia","Hillary_Clinton","2016112400","all-access","user",24634
"en.wikipedia","Hillary_Clinton","2016112500","all-access","user",21004
"en.wikipedia","Hillary_Clinton","2016112600","all-access","user",21902
"en.wikipedia","Hillary_Clinton","2016112700","all-access","user",22673
"en.wikipedia","Hillary_Clinton","2016112800","all-access","user",21652
"en.wikipedia","Hillary_Clinton","2016112900","all-access","user",22241
"en.wikipedia","Hillary_Clinton","2016113000","all-access","user",21110
"en.wikipedia","Hillary_Clinton","2016120100","all-access","user",19179
"en.wikipedia","Hillary_Clinton","2016120200","all-access","user",18566
"en.wikipedia","Hillary_Clinton","2016120300","all-access","user",15420
"en.wikipedia","Hillary_Clinton","2016120400","all-access","user",16678
"en.wikipedia","Hillary_Clinton","2016120500","all-access","user",17508
"en.wikipedia","Hillary_Clinton","2016120600","all-access","user",18068
"en.wikipedia","Hillary_Clinton","2016120700","all-access","user",17335
"en.wikipedia","Hillary_Clinton","2016120800","all-access","user",16025
"en.wikipedia","Hillary_Clinton","2016120900","all-access","user",16237
"en.wikipedia","Hillary_Clinton","2016121000","all-access","user",15641
"en.wikipedia","Hillary_Clinton","2016121100","all-access","user",15615
"en.wikipedia","Hillary_Clinton","2016121200","all-access","user",15479
"en.wikipedia","Hillary_Clinton","2016121300","all-access","user",18072
"en.wikipedia","Hillary_Clinton","2016121400","all-access","user",15792
"en.wikipedia","Hillary_Clinton","2016121500","all-access","user",14388
"en.wikipedia","Hillary_Clinton","2016121600","all-access","user",13523
"en.wikipedia","Hillary_Clinton","2016121700","all-access","user",12496
"en.wikipedia","Hillary_Clinton","2016121800","all-access","user",12487
"en.wikipedia","Hillary_Clinton","2016121900","all-access","user",15103
"en.wikipedia","Hillary_Clinton","2016122000","all-access","user",16422
"en.wikipedia","Hillary_Clinton","2016122100","all-access","user",12709
"en.wikipedia","Hillary_Clinton","2016122200","all-access","user",12443
"en.wikipedia","Hillary_Clinton","2016122300","all-access","user",11463
"en.wikipedia","Hillary_Clinton","2016122400","all-access","user",10650
"en.wikipedia","Hillary_Clinton","2016122500","all-access","user",10578
"en.wikipedia","Hillary_Clinton","2016122600","all-access","user",10810
"en.wikipedia","Hillary_Clinton","2016122700","all-access","user",11058
"en.wikipedia","Hillary_Clinton","2016122800","all-access","user",11499
"en.wikipedia","Hillary_Clinton","2016122900","all-access","user",11280
"en.wikipedia","Hillary_Clinton","2016123000","all-access","user",10729
"en.wikipedia","Hillary_Clinton","2016123100","all-access","user",10118
"en.wikipedia","Hillary_Clinton","2017010100","all-access","user",10746
"en.wikipedia","Hillary_Clinton","2017010200","all-access","user",12967
"en.wikipedia","Hillary_Clinton","2017010300","all-access","user",11920
"en.wikipedia","Hillary_Clinton","2017010400","all-access","user",12500
"en.wikipedia","Hillary_Clinton","2017010500","all-access","user",11339
"en.wikipedia","Hillary_Clinton","2017010600","all-access","user",12713
"en.wikipedia","Hillary_Clinton","2017010700","all-access","user",12885
"en.wikipedia","Hillary_Clinton","2017010800","all-access","user",12977
"en.wikipedia","Hillary_Clinton","2017010900","all-access","user",14053
"en.wikipedia","Hillary_Clinton","2017011000","all-access","user",14173
"en.wikipedia","Hillary_Clinton","2017011100","all-access","user",19754
"en.wikipedia","Hillary_Clinton","2017011200","all-access","user",17171
"en.wikipedia","Hillary_Clinton","2017011300","all-access","user",16943
"en.wikipedia","Hillary_Clinton","2017011400","all-access","user",14054
"en.wikipedia","Hillary_Clinton","2017011500","all-access","user",14636
"en.wikipedia","Hillary_Clinton","2017011600","all-access","user",14886
"en.wikipedia","Hillary_Clinton","2017011700","all-access","user",15165
"en.wikipedia","Hillary_Clinton","2017011800","all-access","user",16949
"en.wikipedia","Hillary_Clinton","2017011900","all-access","user",21501
"en.wikipedia","Hillary_Clinton","2017012000","all-access","user",67037
"en.wikipedia","Hillary_Clinton","2017012100","all-access","user",62432
"en.wikipedia","Hillary_Clinton","2017012200","all-access","user",43284
"en.wikipedia","Hillary_Clinton","2017012300","all-access","user",34670
"en.wikipedia","Hillary_Clinton","2017012400","all-access","user",27563
"en.wikipedia","Hillary_Clinton","2017012500","all-access","user",22762
"en.wikipedia","Hillary_Clinton","2017012600","all-access","user",21214
"en.wikipedia","Hillary_Clinton","2017012700","all-access","user",18611
"en.wikipedia","Hillary_Clinton","2017012800","all-access","user",16611
"en.wikipedia","Hillary_Clinton","2017012900","all-access","user",17517
"en.wikipedia","Hillary_Clinton","2017013000","all-access","user",17343
"en.wikipedia","Hillary_Clinton","2017013100","all-access","user",17155
"en.wikipedia","Hillary_Clinton","2017020100","all-access","user",17514
"en.wikipedia","Hillary_Clinton","2017020200","all-access","user",17791
"en.wikipedia","Hillary_Clinton","2017020300","all-access","user",14421
"en.wikipedia","Hillary_Clinton","2017020400","all-access","user",13537
"en.wikipedia","Hillary_Clinton","2017020500","all-access","user",14377
"en.wikipedia","Hillary_Clinton","2017020600","all-access","user",13944
"en.wikipedia","Hillary_Clinton","2017020700","all-access","user",13701
"en.wikipedia","Hillary_Clinton","2017020800","all-access","user",13883
"en.wikipedia","Hillary_Clinton","2017020900","all-access","user",13020
"en.wikipedia","Hillary_Clinton","2017021000","all-access","user",12472
"en.wikipedia","Hillary_Clinton","2017021100","all-access","user",10126
"en.wikipedia","Hillary_Clinton","2017021200","all-access","user",11362
"en.wikipedia","Hillary_Clinton","2017021300","all-access","user",11688
"en.wikipedia","Hillary_Clinton","2017021400","all-access","user",11576
"en.wikipedia","Hillary_Clinton","2017021500","all-access","user",12978
"en.wikipedia","Hillary_Clinton","2017021600","all-access","user",11719
"en.wikipedia","Hillary_Clinton","2017021700","all-access","user",11634
"en.wikipedia","Hillary_Clinton","2017021800","all-access","user",9757
"en.wikipedia","Hillary_Clinton","2017021900","all-access","user",10439
"en.wikipedia","Hillary_Clinton","2017022000","all-access","user",10434
"en.wikipedia","Hillary_Clinton","2017022100","all-access","user",10828
"en.wikipedia","Hillary_Clinton","2017022200","all-access","user",10035
"en.wikipedia","Hillary_Clinton","2017022300","all-access","user",9493
"en.wikipedia","Hillary_Clinton","2017022400","all-access","user",9258
"en.wikipedia","Hillary_Clinton","2017022500","all-access","user",9487
"en.wikipedia","Hillary_Clinton","2017022600","all-access","user",9941
"en.wikipedia","Hillary_Clinton","2017022700","all-access","user",10054
"en.wikipedia","Hillary_Clinton","2017022800","all-access","user",9941
"en.wikipedia","Hillary_Clinton","2017030100","all-access","user",11420
"en.wikipedia","Hillary_Clinton","2017030200","all-access","user",10420
"en.wikipedia","Hillary_Clinton","2017030300","all-access","user",9380
"en.wikipedia","Hillary_Clinton","2017030400","all-access","user",8026
"en.wikipedia","Hillary_Clinton","2017030500","all-access","user",8489
"en.wikipedia","Hillary_Clinton","2017030600","all-access","user",8599
"en.wikipedia","Hillary_Clinton","2017030700","all-access","user",9318
"en.wikipedia","Hillary_Clinton","2017030800","all-access","user",10600
"en.wikipedia","Hillary_Clinton","2017030900","all-access","user",9312
"en.wikipedia","Hillary_Clinton","2017031000","all-access","user",8954
"en.wikipedia","Hillary_Clinton","2017031100","all-access","user",7332
"en.wikipedia","Hillary_Clinton","2017031200","all-access","user",7751
"en.wikipedia","Hillary_Clinton","2017031300","all-access","user",8147
"en.wikipedia","Hillary_Clinton","2017031400","all-access","user",8325
"en.wikipedia","Hillary_Clinton","2017031500","all-access","user",8046
"en.wikipedia","Hillary_Clinton","2017031600","all-access","user",9772
"en.wikipedia","Hillary_Clinton","2017031700","all-access","user",7961
"en.wikipedia","Hillary_Clinton","2017031800","all-access","user",8903
"en.wikipedia","Hillary_Clinton","2017031900","all-access","user",8286
"en.wikipedia","Hillary_Clinton","2017032000","all-access","user",8908
"en.wikipedia","Hillary_Clinton","2017032100","all-access","user",9225
"en.wikipedia","Hillary_Clinton","2017032200","all-access","user",9383
"en.wikipedia","Hillary_Clinton","2017032300","all-access","user",10241
"en.wikipedia","Hillary_Clinton","2017032400","all-access","user",9318
"en.wikipedia","Hillary_Clinton","2017032500","all-access","user",8132
"en.wikipedia","Hillary_Clinton","2017032600","all-access","user",8249
"en.wikipedia","Hillary_Clinton","2017032700","all-access","user",8309
"en.wikipedia","Hillary_Clinton","2017032800","all-access","user",8359
"en.wikipedia","Hillary_Clinton","2017032900","all-access","user",9561
"en.wikipedia","Hillary_Clinton","2017033000","all-access","user",8805
"en.wikipedia","Hillary_Clinton","2017033100","all-access","user",8088
"en.wikipedia","Hillary_Clinton","2017040100","all-access","user",6965
"en.wikipedia","Hillary_Clinton","2017040200","all-access","user",7179
"en.wikipedia","Hillary_Clinton","2017040300","all-access","user",7710
"en.wikipedia","Hillary_Clinton","2017040400","all-access","user",8860
"en.wikipedia","Hillary_Clinton","2017040500","all-access","user",8109
"en.wikipedia","Hillary_Clinton","2017040600","all-access","user",8024
"en.wikipedia","Hillary_Clinton","2017040700","all-access","user",9632
"en.wikipedia","Hillary_Clinton","2017040800","all-access","user",7217
"en.wikipedia","Hillary_Clinton","2017040900","all-access","user",7154
"en.wikipedia","Hillary_Clinton","2017041000","all-access","user",7419
"en.wikipedia","Hillary_Clinton","2017041100","all-access","user",6872
"en.wikipedia","Hillary_Clinton","2017041200","all-access","user",7511
"en.wikipedia","Hillary_Clinton","2017041300","all-access","user",6865
"en.wikipedia","Hillary_Clinton","2017041400","all-access","user",6849
"en.wikipedia","Hillary_Clinton","2017041500","all-access","user",6091
"en.wikipedia","Hillary_Clinton","2017041600","all-access","user",6493
"en.wikipedia","Hillary_Clinton","2017041700","all-access","user",7495
"en.wikipedia","Hillary_Clinton","2017041800","all-access","user",8337
"en.wikipedia","Hillary_Clinton","2017041900","all-access","user",7893
"en.wikipedia","Hillary_Clinton","2017042000","all-access","user",8485
"en.wikipedia","Hillary_Clinton","2017042100","all-access","user",7901
"en.wikipedia","Hillary_Clinton","2017042200","all-access","user",6347
"en.wikipedia","Hillary_Clinton","2017042300","all-access","user",7086
"en.wikipedia","Hillary_Clinton","2017042400","all-access","user",7823
"en.wikipedia","Hillary_Clinton","2017042500","all-access","user",7602
"en.wikipedia","Hillary_Clinton","2017042600","all-access","user",7257
"en.wikipedia","Hillary_Clinton","2017042700","all-access","user",7079
"en.wikipedia","Hillary_Clinton","2017042800","all-access","user",6921
"en.wikipedia","Hillary_Clinton","2017042900","all-access","user",6234
"en.wikipedia","Hillary_Clinton","2017043000","all-access","user",6988
"en.wikipedia","Hillary_Clinton","2017050100","all-access","user",7641
"en.wikipedia","Hillary_Clinton","2017050200","all-access","user",9088
"en.wikipedia","Hillary_Clinton","2017050300","all-access","user",10589
"en.wikipedia","Hillary_Clinton","2017050400","all-access","user",8271
"en.wikipedia","Hillary_Clinton","2017050500","all-access","user",7762
"en.wikipedia","Hillary_Clinton","2017050600","all-access","user",6385
"en.wikipedia","Hillary_Clinton","2017050700","all-access","user",7109
"en.wikipedia","Hillary_Clinton","2017050800","all-access","user",8080
"en.wikipedia","Hillary_Clinton","2017050900","all-access","user",8634
"en.wikipedia","Hillary_Clinton","2017051000","all-access","user",9933
"en.wikipedia","Hillary_Clinton","2017051100","all-access","user",8309
"en.wikipedia","Hillary_Clinton","2017051200","all-access","user",7502
"en.wikipedia","Hillary_Clinton","2017051300","all-access","user",6480
"en.wikipedia","Hillary_Clinton","2017051400","all-access","user",6691
"en.wikipedia","Hillary_Clinton","2017051500","all-access","user",7498
"en.wikipedia","Hillary_Clinton","2017051600","all-access","user",8827
"en.wikipedia","Hillary_Clinton","2017051700","all-access","user",8874
"en.wikipedia","Hillary_Clinton","2017051800","all-access","user",8523
"en.wikipedia","Hillary_Clinton","2017051900","all-access","user",8043
"en.wikipedia","Hillary_Clinton","2017052000","all-access","user",7124
"en.wikipedia","Hillary_Clinton","2017052100","all-access","user",7221
"en.wikipedia","Hillary_Clinton","2017052200","all-access","user",7783
"en.wikipedia","Hillary_Clinton","2017052300","all-access","user",7517
"en.wikipedia","Hillary_Clinton","2017052400","all-access","user",6916
"en.wikipedia","Hillary_Clinton","2017052500","all-access","user",6718
"en.wikipedia","Hillary_Clinton","2017052600","all-access","user",14078
"en.wikipedia","Hillary_Clinton","2017052700","all-access","user",10995
"en.wikipedia","Hillary_Clinton","2017052800","all-access","user",8073
"en.wikipedia","Hillary_Clinton","2017052900","all-access","user",8046
"en.wikipedia","Hillary_Clinton","2017053000","all-access","user",8083
"en.wikipedia","Hillary_Clinton","2017053100","all-access","user",9045
"en.wikipedia","Ivanka_Trump","2016060100","all-access","user",10342
"en.wikipedia","Ivanka_Trump","2016060200","all-access","user",9758
"en.wikipedia","Ivanka_Trump","2016060300","all-access","user",9242
"en.wikipedia","Ivanka_Trump","2016060400","all-access","user",8085
"en.wikipedia","Ivanka_Trump","2016060500","all-access","user",8371
"en.wikipedia","Ivanka_Trump","2016060600","all-access","user",10097
"en.wikipedia","Ivanka_Trump","2016060700","all-access","user",11444
"en.wikipedia","Ivanka_Trump","2016060800","all-access","user",28638
"en.wikipedia","Ivanka_Trump","2016060900","all-access","user",16811
"en.wikipedia","Ivanka_Trump","2016061000","all-access","user",12779
"en.wikipedia","Ivanka_Trump","2016061100","all-access","user",10857
"en.wikipedia","Ivanka_Trump","2016061200","all-access","user",10920
"en.wikipedia","Ivanka_Trump","2016061300","all-access","user",9934
"en.wikipedia","Ivanka_Trump","2016061400","all-access","user",13247
"en.wikipedia","Ivanka_Trump","2016061500","all-access","user",12677
"en.wikipedia","Ivanka_Trump","2016061600","all-access","user",10866
"en.wikipedia","Ivanka_Trump","2016061700","all-access","user",9233
"en.wikipedia","Ivanka_Trump","2016061800","all-access","user",9299
"en.wikipedia","Ivanka_Trump","2016061900","all-access","user",10843
"en.wikipedia","Ivanka_Trump","2016062000","all-access","user",18243
"en.wikipedia","Ivanka_Trump","2016062100","all-access","user",23432
"en.wikipedia","Ivanka_Trump","2016062200","all-access","user",15747
"en.wikipedia","Ivanka_Trump","2016062300","all-access","user",15270
"en.wikipedia","Ivanka_Trump","2016062400","all-access","user",18283
"en.wikipedia","Ivanka_Trump","2016062500","all-access","user",12982
"en.wikipedia","Ivanka_Trump","2016062600","all-access","user",13459
"en.wikipedia","Ivanka_Trump","2016062700","all-access","user",9744
"en.wikipedia","Ivanka_Trump","2016062800","all-access","user",8817
"en.wikipedia","Ivanka_Trump","2016062900","all-access","user",8545
"en.wikipedia","Ivanka_Trump","2016063000","all-access","user",8809
"en.wikipedia","Ivanka_Trump","2016070100","all-access","user",8174
"en.wikipedia","Ivanka_Trump","2016070200","all-access","user",7937
"en.wikipedia","Ivanka_Trump","2016070300","all-access","user",10067
"en.wikipedia","Ivanka_Trump","2016070400","all-access","user",12239
"en.wikipedia","Ivanka_Trump","2016070500","all-access","user",18138
"en.wikipedia","Ivanka_Trump","2016070600","all-access","user",17455
"en.wikipedia","Ivanka_Trump","2016070700","all-access","user",24165
"en.wikipedia","Ivanka_Trump","2016070800","all-access","user",16783
"en.wikipedia","Ivanka_Trump","2016070900","all-access","user",9422
"en.wikipedia","Ivanka_Trump","2016071000","all-access","user",8414
"en.wikipedia","Ivanka_Trump","2016071100","all-access","user",8381
"en.wikipedia","Ivanka_Trump","2016071200","all-access","user",7142
"en.wikipedia","Ivanka_Trump","2016071300","all-access","user",9944
"en.wikipedia","Ivanka_Trump","2016071400","all-access","user",15872
"en.wikipedia","Ivanka_Trump","2016071500","all-access","user",15379
"en.wikipedia","Ivanka_Trump","2016071600","all-access","user",22223
"en.wikipedia","Ivanka_Trump","2016071700","all-access","user",17861
"en.wikipedia","Ivanka_Trump","2016071800","all-access","user",35011
"en.wikipedia","Ivanka_Trump","2016071900","all-access","user",257039
"en.wikipedia","Ivanka_Trump","2016072000","all-access","user",324805
"en.wikipedia","Ivanka_Trump","2016072100","all-access","user",323623
"en.wikipedia","Ivanka_Trump","2016072200","all-access","user",718058
"en.wikipedia","Ivanka_Trump","2016072300","all-access","user",131365
"en.wikipedia","Ivanka_Trump","2016072400","all-access","user",66336
"en.wikipedia","Ivanka_Trump","2016072500","all-access","user",48130
"en.wikipedia","Ivanka_Trump","2016072600","all-access","user",37914
"en.wikipedia","Ivanka_Trump","2016072700","all-access","user",37058
"en.wikipedia","Ivanka_Trump","2016072800","all-access","user",50080
"en.wikipedia","Ivanka_Trump","2016072900","all-access","user",59419
"en.wikipedia","Ivanka_Trump","2016073000","all-access","user",34006
"en.wikipedia","Ivanka_Trump","2016073100","all-access","user",28704
"en.wikipedia","Ivanka_Trump","2016080100","all-access","user",36113
"en.wikipedia","Ivanka_Trump","2016080200","all-access","user",43980
"en.wikipedia","Ivanka_Trump","2016080300","all-access","user",40813
"en.wikipedia","Ivanka_Trump","2016080400","all-access","user",27332
"en.wikipedia","Ivanka_Trump","2016080500","all-access","user",35231
"en.wikipedia","Ivanka_Trump","2016080600","all-access","user",23514
"en.wikipedia","Ivanka_Trump","2016080700","all-access","user",15795
"en.wikipedia","Ivanka_Trump","2016080800","all-access","user",15733
"en.wikipedia","Ivanka_Trump","2016080900","all-access","user",15999
"en.wikipedia","Ivanka_Trump","2016081000","all-access","user",12999
"en.wikipedia","Ivanka_Trump","2016081100","all-access","user",13246
"en.wikipedia","Ivanka_Trump","2016081200","all-access","user",12783
"en.wikipedia","Ivanka_Trump","2016081300","all-access","user",11179
"en.wikipedia","Ivanka_Trump","2016081400","all-access","user",10916
"en.wikipedia","Ivanka_Trump","2016081500","all-access","user",11792
"en.wikipedia","Ivanka_Trump","2016081600","all-access","user",10617
"en.wikipedia","Ivanka_Trump","2016081700","all-access","user",10211
"en.wikipedia","Ivanka_Trump","2016081800","all-access","user",11885
"en.wikipedia","Ivanka_Trump","2016081900","all-access","user",12551
"en.wikipedia","Ivanka_Trump","2016082000","all-access","user",10029
"en.wikipedia","Ivanka_Trump","2016082100","all-access","user",8930
"en.wikipedia","Ivanka_Trump","2016082200","all-access","user",8501
"en.wikipedia","Ivanka_Trump","2016082300","all-access","user",10569
"en.wikipedia","Ivanka_Trump","2016082400","all-access","user",8748
"en.wikipedia","Ivanka_Trump","2016082500","all-access","user",8378
"en.wikipedia","Ivanka_Trump","2016082600","all-access","user",7284
"en.wikipedia","Ivanka_Trump","2016082700","all-access","user",7575
"en.wikipedia","Ivanka_Trump","2016082800","all-access","user",7410
"en.wikipedia","Ivanka_Trump","2016082900","all-access","user",7177
"en.wikipedia","Ivanka_Trump","2016083000","all-access","user",6915
"en.wikipedia","Ivanka_Trump","2016083100","all-access","user",7810
"en.wikipedia","Ivanka_Trump","2016090100","all-access","user",8629
"en.wikipedia","Ivanka_Trump","2016090200","all-access","user",10616
"en.wikipedia","Ivanka_Trump","2016090300","all-access","user",9318
"en.wikipedia","Ivanka_Trump","2016090400","all-access","user",8012
"en.wikipedia","Ivanka_Trump","2016090500","all-access","user",11065
"en.wikipedia","Ivanka_Trump","2016090600","all-access","user",11923
"en.wikipedia","Ivanka_Trump","2016090700","all-access","user",10402
"en.wikipedia","Ivanka_Trump","2016090800","all-access","user",10084
"en.wikipedia","Ivanka_Trump","2016090900","all-access","user",8781
"en.wikipedia","Ivanka_Trump","2016091000","all-access","user",8258
"en.wikipedia","Ivanka_Trump","2016091100","all-access","user",9679
"en.wikipedia","Ivanka_Trump","2016091200","all-access","user",10509
"en.wikipedia","Ivanka_Trump","2016091300","all-access","user",11334
"en.wikipedia","Ivanka_Trump","2016091400","all-access","user",30306
"en.wikipedia","Ivanka_Trump","2016091500","all-access","user",24513
"en.wikipedia","Ivanka_Trump","2016091600","all-access","user",20442
"en.wikipedia","Ivanka_Trump","2016091700","all-access","user",12246
"en.wikipedia","Ivanka_Trump","2016091800","all-access","user",10399
"en.wikipedia","Ivanka_Trump","2016091900","all-access","user",9210
"en.wikipedia","Ivanka_Trump","2016092000","all-access","user",11470
"en.wikipedia","Ivanka_Trump","2016092100","all-access","user",9844
"en.wikipedia","Ivanka_Trump","2016092200","all-access","user",8826
"en.wikipedia","Ivanka_Trump","2016092300","all-access","user",8304
"en.wikipedia","Ivanka_Trump","2016092400","all-access","user",7336
"en.wikipedia","Ivanka_Trump","2016092500","all-access","user",8278
"en.wikipedia","Ivanka_Trump","2016092600","all-access","user",12506
"en.wikipedia","Ivanka_Trump","2016092700","all-access","user",60149
"en.wikipedia","Ivanka_Trump","2016092800","all-access","user",27291
"en.wikipedia","Ivanka_Trump","2016092900","all-access","user",21945
"en.wikipedia","Ivanka_Trump","2016093000","all-access","user",19533
"en.wikipedia","Ivanka_Trump","2016100100","all-access","user",22625
"en.wikipedia","Ivanka_Trump","2016100200","all-access","user",28150
"en.wikipedia","Ivanka_Trump","2016100300","all-access","user",27823
"en.wikipedia","Ivanka_Trump","2016100400","all-access","user",19246
"en.wikipedia","Ivanka_Trump","2016100500","all-access","user",15886
"en.wikipedia","Ivanka_Trump","2016100600","all-access","user",15773
"en.wikipedia","Ivanka_Trump","2016100700","all-access","user",14980
"en.wikipedia","Ivanka_Trump","2016100800","all-access","user",39751
"en.wikipedia","Ivanka_Trump","2016100900","all-access","user",88359
"en.wikipedia","Ivanka_Trump","2016101000","all-access","user",153154
"en.wikipedia","Ivanka_Trump","2016101100","all-access","user",68158
"en.wikipedia","Ivanka_Trump","2016101200","all-access","user",46609
"en.wikipedia","Ivanka_Trump","2016101300","all-access","user",47081
